first_name,last_name,email,city,rental_id,rental_date,return_date,payment_id,amount,rental_duration,full_name
Karl,Seal,karl.seal@sakilacustomer.org,Cape Coral,5121,2005-07-09 07:18:31,2005-07-15 01:48:31,14152,3.99,6,Karl Seal
Deanna,Byrd,deanna.byrd@sakilacustomer.org,Tuguegarao,5122,2005-07-09 07:19:35,2005-07-16 03:04:35,7054,3.99,7,Deanna Byrd
Willie,Howell,willie.howell@sakilacustomer.org,Vicente López,5123,2005-07-09 07:20:30,2005-07-14 05:24:30,5927,0.99,5,Willie Howell
Jaime,Nettles,jaime.nettles@sakilacustomer.org,Huánuco,5124,2005-07-09 07:25:19,2005-07-15 01:51:19,15135,4.99,6,Jaime Nettles
Hilda,Hopkins,hilda.hopkins@sakilacustomer.org,Mandaluyong,5125,2005-07-09 07:25:28,2005-07-12 12:34:28,7106,2.99,3,Hilda Hopkins
Kenneth,Gooden,kenneth.gooden@sakilacustomer.org,Bat Yam,5126,2005-07-09 07:25:35,2005-07-18 05:05:35,8542,6.99,9,Kenneth Gooden
Carrie,Porter,carrie.porter@sakilacustomer.org,Liaocheng,5127,2005-07-09 07:25:47,2005-07-13 11:44:47,3483,0.99,4,Carrie Porter
Gail,Knight,gail.knight@sakilacustomer.org,Bern,5128,2005-07-09 07:25:54,2005-07-16 04:04:54,4217,1.99,7,Gail Knight
Mario,Cheatham,mario.cheatham@sakilacustomer.org,Batna,5129,2005-07-09 07:28:33,2005-07-14 05:12:33,11894,2.99,5,Mario Cheatham
Phyllis,Foster,phyllis.foster@sakilacustomer.org,Zalantun,5130,2005-07-09 07:29:45,2005-07-13 05:56:45,2538,4.99,4,Phyllis Foster
Sally,Pierce,sally.pierce@sakilacustomer.org,Chandrapur,5131,2005-07-09 07:35:03,2005-07-10 06:05:03,4524,0.99,1,Sally Pierce
Peggy,Myers,peggy.myers@sakilacustomer.org,Abha,5132,2005-07-09 07:40:32,2005-07-16 02:16:32,2715,5.99,7,Peggy Myers
Wesley,Bull,wesley.bull@sakilacustomer.org,Ourense (Orense),5133,2005-07-09 07:43:22,2005-07-12 04:52:22,12661,0.99,3,Wesley Bull
Rick,Mattox,rick.mattox@sakilacustomer.org,Mit Ghamr,5134,2005-07-09 07:53:12,2005-07-16 05:30:12,13244,6.99,7,Rick Mattox
Ted,Breaux,ted.breaux@sakilacustomer.org,Baicheng,5135,2005-07-09 07:53:22,2005-07-16 04:50:22,14485,8.99,7,Ted Breaux
Johnny,Turpin,johnny.turpin@sakilacustomer.org,Al-Qadarif,5136,2005-07-09 07:55:01,2005-07-11 05:26:01,10704,0.99,2,Johnny Turpin
Ellen,Simpson,ellen.simpson@sakilacustomer.org,Poá,5137,2005-07-09 08:00:34,2005-07-12 05:34:34,3395,0.99,3,Ellen Simpson
Allan,Cornish,allan.cornish@sakilacustomer.org,Tarlac,5138,2005-07-09 08:00:46,2005-07-12 09:31:46,14718,4.99,3,Allan Cornish
Mathew,Bolin,mathew.bolin@sakilacustomer.org,Valencia,5139,2005-07-09 08:01:51,2005-07-18 09:16:51,14515,7.99,9,Mathew Bolin
William,Satterfield,william.satterfield@sakilacustomer.org,Sanaa,5140,2005-07-09 08:04:59,2005-07-11 08:28:59,8224,4.99,2,William Satterfield
Shane,Millard,shane.millard@sakilacustomer.org,La Paz,5141,2005-07-09 08:05:14,2005-07-18 04:36:14,13170,8.99,9,Shane Millard
Gloria,Cook,gloria.cook@sakilacustomer.org,Papeete,5142,2005-07-09 08:05:23,2005-07-13 12:37:23,1547,4.99,4,Gloria Cook
Alma,Austin,alma.austin@sakilacustomer.org,Mannheim,5143,2005-07-09 08:07:07,2005-07-18 10:17:07,5295,4.99,9,Alma Austin
Julia,Flores,julia.flores@sakilacustomer.org,La Plata,5144,2005-07-09 08:09:53,2005-07-18 07:11:53,2420,7.99,9,Julia Flores
Rosemary,Schmidt,rosemary.schmidt@sakilacustomer.org,Usak,5145,2005-07-09 08:13:25,2005-07-10 03:56:25,5528,0.99,1,Rosemary Schmidt
Kristen,Chavez,kristen.chavez@sakilacustomer.org,Hino,5146,2005-07-09 08:14:58,2005-07-11 07:04:58,5252,2.99,2,Kristen Chavez
Jose,Andrew,jose.andrew@sakilacustomer.org,Kingstown,5147,2005-07-09 08:17:41,2005-07-18 09:45:41,8810,5.99,9,Jose Andrew
Ann,Evans,ann.evans@sakilacustomer.org,Niznekamsk,5148,2005-07-09 08:22:46,2005-07-18 04:36:46,1319,6.99,9,Ann Evans
Scott,Shelley,scott.shelley@sakilacustomer.org,Aurora,5149,2005-07-09 08:28:23,2005-07-16 06:19:23,8918,2.99,7,Scott Shelley
Curtis,Irby,curtis.irby@sakilacustomer.org,Richmond Hill,5150,2005-07-09 08:28:40,2005-07-16 04:47:40,11093,3.99,7,Curtis Irby
Allison,Stanley,allison.stanley@sakilacustomer.org,Phnom Penh,5151,2005-07-09 08:31:03,2005-07-10 08:18:03,6147,2.99,1,Allison Stanley
Eric,Robert,eric.robert@sakilacustomer.org,Santa Fé,5152,2005-07-09 08:34:44,2005-07-10 05:26:44,8943,2.99,1,Eric Robert
Nathaniel,Adam,nathaniel.adam@sakilacustomer.org,Joliet,5153,2005-07-09 08:35:05,2005-07-18 14:21:05,13586,6.99,9,Nathaniel Adam
Lawrence,Lawton,lawrence.lawton@sakilacustomer.org,Yaoundé,5154,2005-07-09 08:46:18,2005-07-14 03:19:18,9749,2.99,5,Lawrence Lawton
Harvey,Guajardo,harvey.guajardo@sakilacustomer.org,Vinh,5155,2005-07-09 08:46:54,2005-07-14 04:13:54,14083,2.99,5,Harvey Guajardo
Elizabeth,Brown,elizabeth.brown@sakilacustomer.org,Nantou,5156,2005-07-09 08:51:42,2005-07-15 03:59:42,120,1.99,6,Elizabeth Brown
Darrell,Power,darrell.power@sakilacustomer.org,Halifax,5157,2005-07-09 08:52:12,2005-07-12 04:32:12,12507,2.99,3,Darrell Power
Kay,Caldwell,kay.caldwell@sakilacustomer.org,Yantai,5158,2005-07-09 08:53:09,2005-07-10 11:05:09,7355,2.99,1,Kay Caldwell
Gina,Williamson,gina.williamson@sakilacustomer.org,Taizz,5159,2005-07-09 08:55:52,2005-07-10 04:32:52,5786,4.99,1,Gina Williamson
Alvin,Deloach,alvin.deloach@sakilacustomer.org,Cuauhtémoc,5160,2005-07-09 08:57:07,2005-07-18 06:01:07,12590,4.99,9,Alvin Deloach
Sonia,Gregory,sonia.gregory@sakilacustomer.org,Benin City,5161,2005-07-09 08:57:56,2005-07-18 07:41:56,7690,6.99,9,Sonia Gregory
Christine,Roberts,christine.roberts@sakilacustomer.org,Faaa,5162,2005-07-09 09:00:11,2005-07-17 07:26:11,1184,4.99,8,Christine Roberts
Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,Ilorin,5163,2005-07-09 09:00:28,2005-07-17 08:07:28,2781,4.99,8,Gladys Hamilton
Chester,Benner,chester.benner@sakilacustomer.org,Suihua,5164,2005-07-09 09:03:14,2005-07-14 04:20:14,13766,3.99,5,Chester Benner
Seth,Hannon,seth.hannon@sakilacustomer.org,Al-Manama,5165,2005-07-09 09:08:53,2005-07-14 06:01:53,15801,0.99,5,Seth Hannon
Erika,Pena,erika.pena@sakilacustomer.org,Oulu,5166,2005-07-09 09:15:48,2005-07-16 06:04:48,8089,2.99,7,Erika Pena
Randall,Neumann,randall.neumann@sakilacustomer.org,La Romana,5167,2005-07-09 09:18:43,2005-07-14 12:59:43,11782,1.99,5,Randall Neumann
Jacob,Lance,jacob.lance@sakilacustomer.org,El Monte,5168,2005-07-09 09:20:01,2005-07-11 14:42:01,11356,4.99,2,Jacob Lance
Victoria,Gibson,victoria.gibson@sakilacustomer.org,Pemalang,5169,2005-07-09 09:22:25,2005-07-10 03:48:25,3132,2.99,1,Victoria Gibson
Tonya,Chapman,tonya.chapman@sakilacustomer.org,Bhilwara,5170,2005-07-09 09:24:19,2005-07-18 04:02:19,5668,3.99,9,Tonya Chapman
Billy,Poulin,billy.poulin@sakilacustomer.org,Cabuyao,5171,2005-07-09 09:26:55,2005-07-10 10:34:55,10034,4.99,1,Billy Poulin
Kristin,Johnston,kristin.johnston@sakilacustomer.org,Sunnyvale,5172,2005-07-09 09:31:27,2005-07-13 04:03:27,5812,2.99,4,Kristin Johnston
Sam,Mcduffie,sam.mcduffie@sakilacustomer.org,Sogamoso,5173,2005-07-09 09:31:44,2005-07-15 04:20:44,13216,7.99,6,Sam Mcduffie
Frances,Parker,frances.parker@sakilacustomer.org,Juazeiro Do Norte,5174,2005-07-09 09:31:59,2005-07-15 03:49:59,1298,0.99,6,Frances Parker
Rodney,Moeller,rodney.moeller@sakilacustomer.org,Deba Habe,5175,2005-07-09 09:34:28,2005-07-15 15:19:28,11067,3.99,6,Rodney Moeller
Sherry,Marshall,sherry.marshall@sakilacustomer.org,Shubra Al-Khayma,5176,2005-07-09 09:39:31,2005-07-17 11:56:31,3195,5.99,8,Sherry Marshall
Tom,Milner,tom.milner@sakilacustomer.org,Abu Dhabi,5177,2005-07-09 09:43:21,2005-07-13 07:29:21,12210,1.99,4,Tom Milner
Sally,Pierce,sally.pierce@sakilacustomer.org,Chandrapur,5178,2005-07-09 09:59:52,2005-07-18 13:01:52,4525,4.99,9,Sally Pierce
Mabel,Holland,mabel.holland@sakilacustomer.org,Monywa,5179,2005-07-09 10:00:44,2005-07-11 06:52:44,6903,2.99,2,Mabel Holland
Ramon,Choate,ramon.choate@sakilacustomer.org,Ríobamba,5180,2005-07-09 10:06:53,2005-07-12 15:25:53,13308,2.99,3,Ramon Choate
Janet,Phillips,janet.phillips@sakilacustomer.org,Antofagasta,5181,2005-07-09 10:07:27,2005-07-17 10:18:27,1236,6.99,8,Janet Phillips
Sue,Peters,sue.peters@sakilacustomer.org,Changzhou,5182,2005-07-09 10:08:10,2005-07-16 14:36:10,5334,6.99,7,Sue Peters
Chris,Brothers,chris.brothers@sakilacustomer.org,Gijón,5183,2005-07-09 10:13:45,2005-07-16 15:55:45,10679,4.99,7,Chris Brothers
Lynn,Payne,lynn.payne@sakilacustomer.org,Lilongwe,5184,2005-07-09 10:14:34,2005-07-14 16:05:34,4497,4.99,5,Lynn Payne
Heather,Morris,heather.morris@sakilacustomer.org,Nagareyama,5185,2005-07-09 10:14:39,2005-07-10 13:31:39,1467,2.99,1,Heather Morris
Brandy,Graves,brandy.graves@sakilacustomer.org,Warren,5186,2005-07-09 10:18:40,2005-07-13 05:05:40,7474,4.99,4,Brandy Graves
Lois,Butler,lois.butler@sakilacustomer.org,Bandar Seri Begawan,5187,2005-07-09 10:19:51,2005-07-14 10:35:51,2480,1.99,5,Lois Butler
Rebecca,Scott,rebecca.scott@sakilacustomer.org,Kurashiki,5188,2005-07-09 10:22:31,2005-07-13 04:41:31,933,4.99,4,Rebecca Scott
Cindy,Fisher,cindy.fisher@sakilacustomer.org,Cumaná,5189,2005-07-09 10:23:21,2005-07-14 08:06:21,3039,2.99,5,Cindy Fisher
Neil,Renner,neil.renner@sakilacustomer.org,Cam Ranh,5190,2005-07-09 10:25:24,2005-07-18 04:33:24,14312,2.99,9,Neil Renner
Sally,Pierce,sally.pierce@sakilacustomer.org,Chandrapur,5191,2005-07-09 10:26:48,2005-07-10 15:52:48,4526,0.99,1,Sally Pierce
Curtis,Irby,curtis.irby@sakilacustomer.org,Richmond Hill,5192,2005-07-09 10:27:09,2005-07-10 12:04:09,11094,4.99,1,Curtis Irby
Clyde,Tobias,clyde.tobias@sakilacustomer.org,Shaoguan,5193,2005-07-09 10:28:18,2005-07-12 12:18:18,13093,2.99,3,Clyde Tobias
Carla,Gutierrez,carla.gutierrez@sakilacustomer.org,Bhusawal,5194,2005-07-09 10:31:34,2005-07-15 08:50:34,5476,2.99,6,Carla Gutierrez
Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,Mysore,5195,2005-07-09 10:39:31,2005-07-18 13:54:31,1630,8.99,9,Cheryl Murphy
Fernando,Churchill,fernando.churchill@sakilacustomer.org,Tonghae,5196,2005-07-09 10:43:34,2005-07-13 12:10:34,14436,0.99,4,Fernando Churchill
Darren,Windham,darren.windham@sakilacustomer.org,Livorno,5197,2005-07-09 10:43:54,2005-07-16 10:19:54,14558,4.99,7,Darren Windham
Peggy,Myers,peggy.myers@sakilacustomer.org,Abha,5198,2005-07-09 10:49:10,2005-07-13 04:52:10,2716,2.99,4,Peggy Myers
Carolyn,Perez,carolyn.perez@sakilacustomer.org,Pak Kret,5199,2005-07-09 10:50:56,2005-07-10 06:43:56,1155,4.99,1,Carolyn Perez
Ethel,Webb,ethel.webb@sakilacustomer.org,Boksburg,5200,2005-07-09 10:52:09,2005-07-13 15:12:09,3360,2.99,4,Ethel Webb
Clayton,Barbee,clayton.barbee@sakilacustomer.org,Alvorada,5201,2005-07-09 10:52:53,2005-07-16 12:41:53,14788,1.99,7,Clayton Barbee
Kevin,Schuler,kevin.schuler@sakilacustomer.org,Birgunj,5202,2005-07-09 10:53:48,2005-07-15 13:31:48,8682,2.99,6,Kevin Schuler
Marion,Ocampo,marion.ocampo@sakilacustomer.org,Weifang,5203,2005-07-09 10:53:59,2005-07-15 09:45:59,15745,2.99,6,Marion Ocampo
Edwin,Burk,edwin.burk@sakilacustomer.org,Newcastle,5204,2005-07-09 10:54:14,2005-07-12 14:29:14,11651,2.99,3,Edwin Burk
Rachel,Barnes,rachel.barnes@sakilacustomer.org,Kamakura,5205,2005-07-09 10:56:37,2005-07-13 05:45:37,2154,2.99,4,Rachel Barnes
Brad,Mccurdy,brad.mccurdy@sakilacustomer.org,Chungho,5206,2005-07-09 11:11:01,2005-07-17 07:23:01,13926,7.99,8,Brad Mccurdy
Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,Mysore,5207,2005-07-09 11:15:44,2005-07-17 06:00:44,1631,3.99,8,Cheryl Murphy
Jordan,Archuleta,jordan.archuleta@sakilacustomer.org,Avellaneda,5208,2005-07-09 11:16:56,2005-07-10 07:21:56,14998,2.99,1,Jordan Archuleta
Delores,Hansen,delores.hansen@sakilacustomer.org,Jaroslavl,5209,2005-07-09 11:22:39,2005-07-17 09:31:39,6010,8.99,8,Delores Hansen
Terry,Grissom,terry.grissom@sakilacustomer.org,Matsue,5210,2005-07-09 11:24:19,2005-07-11 06:27:19,9592,4.99,2,Terry Grissom
Heidi,Larson,heidi.larson@sakilacustomer.org,Xi´Angfan,5211,2005-07-09 11:26:50,2005-07-16 15:30:50,6510,0.99,7,Heidi Larson
Bryan,Hardison,bryan.hardison@sakilacustomer.org,Dallas,5212,2005-07-09 11:37:47,2005-07-15 14:42:47,10815,6.99,6,Bryan Hardison
Hugh,Waldrop,hugh.waldrop@sakilacustomer.org,Haining,5213,2005-07-09 11:39:43,2005-07-18 16:20:43,14810,7.99,9,Hugh Waldrop
Kristina,Chambers,kristina.chambers@sakilacustomer.org,Valle De La Pascua,5214,2005-07-09 11:43:08,2005-07-17 08:58:08,7854,5.99,8,Kristina Chambers
Claude,Herzog,claude.herzog@sakilacustomer.org,Benguela,5215,2005-07-09 11:47:58,2005-07-18 09:58:58,14216,3.99,9,Claude Herzog
Andre,Rapp,andre.rapp@sakilacustomer.org,Coquimbo,5216,2005-07-09 11:54:58,2005-07-12 09:46:58,13870,0.99,3,Andre Rapp
Ray,Houle,ray.houle@sakilacustomer.org,Dzerzinsk,5217,2005-07-09 11:56:50,2005-07-17 07:10:50,11607,5.99,8,Ray Houle
Louise,Jenkins,louise.jenkins@sakilacustomer.org,Springs,5218,2005-07-09 11:57:12,2005-07-13 06:34:12,2253,0.99,4,Louise Jenkins
Tonya,Chapman,tonya.chapman@sakilacustomer.org,Bhilwara,5219,2005-07-09 11:57:55,2005-07-15 09:43:55,5669,5.99,6,Tonya Chapman
Ricky,Shelby,ricky.shelby@sakilacustomer.org,Junan,5220,2005-07-09 11:59:04,2005-07-15 06:20:04,11724,4.99,6,Ricky Shelby
Sara,Perry,sara.perry@sakilacustomer.org,Atlixco,5221,2005-07-09 12:02:23,2005-07-16 15:43:23,2280,5.99,7,Sara Perry
Bryan,Hardison,bryan.hardison@sakilacustomer.org,Dallas,5222,2005-07-09 12:05:45,2005-07-13 12:11:45,10816,5.99,4,Bryan Hardison
Theresa,Watson,theresa.watson@sakilacustomer.org,Taguig,5223,2005-07-09 12:06:03,2005-07-17 15:50:03,1945,4.99,8,Theresa Watson
Paul,Trout,paul.trout@sakilacustomer.org,Kursk,5224,2005-07-09 12:07:27,2005-07-17 08:59:27,8441,5.99,8,Paul Trout
Micheal,Forman,micheal.forman@sakilacustomer.org,Escobar,5225,2005-07-09 12:10:16,2005-07-12 09:55:16,12003,2.99,3,Micheal Forman
Vera,Mccoy,vera.mccoy@sakilacustomer.org,Kabul,5226,2005-07-09 12:10:44,2005-07-11 17:32:44,5908,0.99,2,Vera Mccoy
Nicholas,Barfield,nicholas.barfield@sakilacustomer.org,Belém,5227,2005-07-09 12:16:39,2005-07-18 15:38:39,9781,4.99,9,Nicholas Barfield
Vanessa,Sims,vanessa.sims@sakilacustomer.org,Siegen,5228,2005-07-09 12:26:01,2005-07-14 13:31:01,5264,4.99,5,Vanessa Sims
Steve,Mackenzie,steve.mackenzie@sakilacustomer.org,Probolinggo,5229,2005-07-09 12:30:18,2005-07-14 15:31:18,10059,4.99,5,Steve Mackenzie
Alice,Stewart,alice.stewart@sakilacustomer.org,Fontana,5230,2005-07-09 12:30:23,2005-07-13 08:41:23,1398,2.99,4,Alice Stewart
Leonard,Schofield,leonard.schofield@sakilacustomer.org,Tandil,5231,2005-07-09 12:35:02,2005-07-10 09:22:02,10952,0.99,1,Leonard Schofield
Annette,Olson,annette.olson@sakilacustomer.org,Allappuzha (Alleppey),5232,2005-07-09 12:35:08,2005-07-14 14:55:08,4743,1.99,5,Annette Olson
Monica,Hicks,monica.hicks@sakilacustomer.org,Mukatševe,5233,2005-07-09 12:44:26,2005-07-15 12:31:26,3534,4.99,6,Monica Hicks
Antonio,Meek,antonio.meek@sakilacustomer.org,Bagé,5234,2005-07-09 12:44:47,2005-07-17 10:02:47,10773,5.99,8,Antonio Meek
Thelma,Murray,thelma.murray@sakilacustomer.org,Lima,5235,2005-07-09 12:54:25,2005-07-18 16:28:25,3293,6.99,9,Thelma Murray
Ron,Deluca,ron.deluca@sakilacustomer.org,Isesaki,5236,2005-07-09 12:56:29,2005-07-13 08:26:29,13971,0.99,4,Ron Deluca
Sara,Perry,sara.perry@sakilacustomer.org,Atlixco,5237,2005-07-09 12:56:58,2005-07-11 15:41:58,2281,0.99,2,Sara Perry
Robin,Hayes,robin.hayes@sakilacustomer.org,Jelets,5238,2005-07-09 13:11:14,2005-07-10 07:27:14,2698,4.99,1,Robin Hayes
Gilbert,Sledge,gilbert.sledge@sakilacustomer.org,York,5239,2005-07-09 13:12:35,2005-07-10 13:37:35,13388,4.99,1,Gilbert Sledge
Juan,Fraley,juan.fraley@sakilacustomer.org,Tšeboksary,5240,2005-07-09 13:14:48,2005-07-10 18:47:48,9472,0.99,1,Juan Fraley
George,Linton,george.linton@sakilacustomer.org,Sorocaba,5241,2005-07-09 13:19:14,2005-07-11 14:32:14,8512,4.99,2,George Linton
Nancy,Thomas,nancy.thomas@sakilacustomer.org,Yamuna Nagar,5242,2005-07-09 13:20:25,2005-07-18 07:38:25,315,3.99,9,Nancy Thomas
Sergio,Stanfield,sergio.stanfield@sakilacustomer.org,Celaya,5243,2005-07-09 13:22:08,2005-07-16 09:25:08,15717,3.99,7,Sergio Stanfield
Mary,Smith,mary.smith@sakilacustomer.org,Sasebo,5244,2005-07-09 13:24:07,2005-07-14 14:01:07,12,4.99,5,Mary Smith
Wendy,Harrison,wendy.harrison@sakilacustomer.org,Nezahualcóyotl,5245,2005-07-09 13:24:14,2005-07-12 11:16:14,3100,4.99,3,Wendy Harrison
Brandy,Graves,brandy.graves@sakilacustomer.org,Warren,5246,2005-07-09 13:25:18,2005-07-13 18:38:18,7475,4.99,4,Brandy Graves
Erika,Pena,erika.pena@sakilacustomer.org,Oulu,5247,2005-07-09 13:26:28,2005-07-12 14:00:28,8090,2.99,3,Erika Pena
Dianne,Shelton,dianne.shelton@sakilacustomer.org,Tabriz,5248,2005-07-09 13:29:44,2005-07-12 18:12:44,7562,2.99,3,Dianne Shelton
Alan,Kahn,alan.kahn@sakilacustomer.org,Emeishan,5249,2005-07-09 13:33:53,2005-07-11 12:55:53,10535,0.99,2,Alan Kahn
Ernest,Stepp,ernest.stepp@sakilacustomer.org,Huai´An,5250,2005-07-09 13:35:32,2005-07-13 12:19:32,10405,0.99,4,Ernest Stepp
Dustin,Gillette,dustin.gillette@sakilacustomer.org,Emmen,5251,2005-07-09 13:36:10,2005-07-15 11:40:10,12823,0.99,6,Dustin Gillette
Gregory,Mauldin,gregory.mauldin@sakilacustomer.org,Sousse,5252,2005-07-09 13:40:44,2005-07-14 09:41:44,9051,0.99,5,Gregory Mauldin
Neil,Renner,neil.renner@sakilacustomer.org,Cam Ranh,5253,2005-07-09 13:41:17,2005-07-17 17:09:17,14313,7.99,8,Neil Renner
Hilda,Hopkins,hilda.hopkins@sakilacustomer.org,Mandaluyong,5254,2005-07-09 13:50:11,2005-07-13 09:07:11,7107,1.99,4,Hilda Hopkins
Donald,Mahon,donald.mahon@sakilacustomer.org,Ezhou,5255,2005-07-09 13:51:08,2005-07-17 13:58:08,8489,5.99,8,Donald Mahon
Priscilla,Lowe,priscilla.lowe@sakilacustomer.org,Salamanca,5256,2005-07-09 13:55:45,2005-07-15 17:02:45,7376,7.99,6,Priscilla Lowe
Misty,Lambert,misty.lambert@sakilacustomer.org,Sharja,5257,2005-07-09 13:56:43,2005-07-10 14:26:43,7903,0.99,1,Misty Lambert
Gertrude,Castillo,gertrude.castillo@sakilacustomer.org,Nuuk,5258,2005-07-09 13:56:56,2005-07-11 16:01:56,5609,0.99,2,Gertrude Castillo
Gertrude,Castillo,gertrude.castillo@sakilacustomer.org,Nuuk,5259,2005-07-09 14:02:50,2005-07-11 19:13:50,5610,4.99,2,Gertrude Castillo
Tammy,Sanders,tammy.sanders@sakilacustomer.org,Changhwa,5260,2005-07-09 14:05:45,2005-07-14 08:41:45,2032,2.99,5,Tammy Sanders
Dawn,Sullivan,dawn.sullivan@sakilacustomer.org,Funafuti,5261,2005-07-09 14:06:56,2005-07-11 14:21:56,2831,4.99,2,Dawn Sullivan
Marlene,Welch,marlene.welch@sakilacustomer.org,Iwaki,5262,2005-07-09 14:08:01,2005-07-12 16:48:01,6481,4.99,3,Marlene Welch
Nathan,Runyon,nathan.runyon@sakilacustomer.org,Charlotte Amalie,5263,2005-07-09 14:10:36,2005-07-12 15:07:36,10983,0.99,3,Nathan Runyon
Julio,Noland,julio.noland@sakilacustomer.org,Konotop,5264,2005-07-09 14:11:28,2005-07-12 18:24:28,14645,0.99,3,Julio Noland
Amber,Dixon,amber.dixon@sakilacustomer.org,Touliu,5265,2005-07-09 14:15:01,2005-07-18 14:43:01,3761,7.99,9,Amber Dixon
Delores,Hansen,delores.hansen@sakilacustomer.org,Jaroslavl,5266,2005-07-09 14:17:40,2005-07-16 10:42:40,6011,3.99,7,Delores Hansen
Lillie,Kim,lillie.kim@sakilacustomer.org,Idfu,5267,2005-07-09 14:21:10,2005-07-15 12:02:10,6277,5.99,6,Lillie Kim
Sherry,Marshall,sherry.marshall@sakilacustomer.org,Shubra Al-Khayma,5268,2005-07-09 14:22:43,2005-07-12 08:27:43,3196,0.99,3,Sherry Marshall
Joy,George,joy.george@sakilacustomer.org,Botosani,5269,2005-07-09 14:23:05,2005-07-17 14:03:05,6198,2.99,8,Joy George
Marjorie,Tucker,marjorie.tucker@sakilacustomer.org,Jastrzebie-Zdrój,5270,2005-07-09 14:23:46,2005-07-13 15:04:46,3444,2.99,4,Marjorie Tucker
Arnold,Havens,arnold.havens@sakilacustomer.org,Santa Rosa,5271,2005-07-09 14:25:01,2005-07-16 17:28:01,14052,6.99,7,Arnold Havens
Ruby,Washington,ruby.washington@sakilacustomer.org,Meixian,5272,2005-07-09 14:26:01,2005-07-12 20:20:01,2446,0.99,3,Ruby Washington
Martha,Gonzalez,martha.gonzalez@sakilacustomer.org,Chisinau,5273,2005-07-09 14:31:24,2005-07-14 13:27:24,1043,2.99,5,Martha Gonzalez
Tracy,Cole,tracy.cole@sakilacustomer.org,Huixquilucan,5274,2005-07-09 14:34:09,2005-07-14 13:02:09,2915,6.99,5,Tracy Cole
Dora,Medina,dora.medina@sakilacustomer.org,Tianjin,5275,2005-07-09 14:34:18,2005-07-13 12:56:18,6725,4.99,4,Dora Medina
Roland,South,roland.south@sakilacustomer.org,Yingkou,5276,2005-07-09 14:35:13,2005-07-12 14:24:13,14024,2.99,3,Roland South
Stephen,Qualls,stephen.qualls@sakilacustomer.org,Dhaka,5277,2005-07-09 14:40:42,2005-07-16 14:18:42,8964,1.99,7,Stephen Qualls
Neil,Renner,neil.renner@sakilacustomer.org,Cam Ranh,5278,2005-07-09 14:44:23,2005-07-15 10:48:23,14314,4.99,6,Neil Renner
Judith,Cox,judith.cox@sakilacustomer.org,Daxian,5279,2005-07-09 14:46:36,2005-07-17 10:04:36,1745,2.99,8,Judith Cox
Jack,Foust,jack.foust@sakilacustomer.org,Zeleznogorsk,5280,2005-07-09 14:55:07,2005-07-12 10:05:07,9494,0.99,3,Jack Foust
Kathy,James,kathy.james@sakilacustomer.org,Baybay,5281,2005-07-09 14:55:07,2005-07-13 15:24:07,1916,1.99,4,Kathy James
Maureen,Little,maureen.little@sakilacustomer.org,Asunción,5282,2005-07-09 15:01:23,2005-07-13 11:06:23,6093,2.99,4,Maureen Little
Daisy,Bates,daisy.bates@sakilacustomer.org,Kolpino,5283,2005-07-09 15:07:17,2005-07-17 09:52:17,7995,2.99,8,Daisy Bates
Perry,Swafford,perry.swafford@sakilacustomer.org,Quilmes,5284,2005-07-09 15:08:21,2005-07-16 09:53:21,15673,2.99,7,Perry Swafford
Tim,Cary,tim.cary@sakilacustomer.org,Bijapur,5285,2005-07-09 15:10:44,2005-07-16 13:02:44,12626,2.99,7,Tim Cary
Gene,Sanborn,gene.sanborn@sakilacustomer.org,Salala,5286,2005-07-09 15:11:41,2005-07-10 19:19:41,13418,2.99,1,Gene Sanborn
Harvey,Guajardo,harvey.guajardo@sakilacustomer.org,Vinh,5287,2005-07-09 15:11:54,2005-07-16 16:05:54,14084,6.99,7,Harvey Guajardo
Sylvia,Ortiz,sylvia.ortiz@sakilacustomer.org,Dos Quebradas,5288,2005-07-09 15:13:07,2005-07-16 12:39:07,3235,1.99,7,Sylvia Ortiz
Melissa,King,melissa.king@sakilacustomer.org,Lungtan,5289,2005-07-09 15:14:08,2005-07-12 12:51:08,827,0.99,3,Melissa King
Diane,Collins,diane.collins@sakilacustomer.org,Omdurman,5290,2005-07-09 15:14:47,2005-07-11 20:30:47,1367,4.99,2,Diane Collins
Kristen,Chavez,kristen.chavez@sakilacustomer.org,Hino,5291,2005-07-09 15:15:02,2005-07-15 10:22:02,5253,2.99,6,Kristen Chavez
Joan,Cooper,joan.cooper@sakilacustomer.org,Saint Louis,5292,2005-07-09 15:16:54,2005-07-11 15:21:54,1697,2.99,2,Joan Cooper
Lonnie,Tirado,lonnie.tirado@sakilacustomer.org,Pangkal Pinang,5293,2005-07-09 15:17:23,2005-07-11 11:23:23,14581,0.99,2,Lonnie Tirado
Laura,Rodriguez,laura.rodriguez@sakilacustomer.org,Salé,5294,2005-07-09 15:23:42,2005-07-15 15:28:42,584,6.99,6,Laura Rodriguez
Jacqueline,Long,jacqueline.long@sakilacustomer.org,Songkhla,5295,2005-07-09 15:25:06,2005-07-10 12:40:06,2337,0.99,1,Jacqueline Long
